day_of_week,weather_main,temp,rain_1h,holiday,destination_type,preferred_arrival_hour,traffic_level,best_departure_hour
Friday,Clear,297.62,0.0,No,station,8,Medium,6
Monday,Clear,310.81,0.0,No,office,9,Medium,6
Wednesday,Clouds,290.08,0.02,No,office,9,Medium,7
Tuesday,Clear,295.25,0.0,No,office,9,Medium,7
Friday,Clouds,296.48,0.02,No,station,6,Low,5
Saturday,Clear,305.15,0.0,No,market,10,Low,10
Friday,Clouds,295.96,0.05,No,mall,18,Medium,17
Wednesday,Drizzle,300.56,1.19,No,market,20,Medium,17
Sunday,Clear,308.99,0.0,No,market,11,Low,11
Tuesday,Haze,297.61,0.0,Yes,mall,19,High,16
Sunday,Haze,291.62,0.0,No,market,10,Medium,9
Thursday,Drizzle,291.65,0.79,No,office,8,Medium,5
Friday,Fog,290.24,0.0,No,residential,20,Medium,18
Thursday,Drizzle,290.87,0.88,No,residential,7,Medium,5
Tuesday,Clouds,296.91,0.18,No,market,18,Medium,16
Monday,Rain,297.81,2.11,No,mall,18,Medium,16
Thursday,Rain,285.58,1.67,No,office,9,High,6
Sunday,Rain,287.11,1.88,No,mall,19,High,16
Tuesday,Clouds,295.6,0.03,No,residential,19,Low,18
Saturday,Rain,287.22,1.08,No,residential,18,Medium,16
Monday,Rain,300.09,1.72,No,station,19,High,16
Tuesday,Haze,289.55,0.0,No,office,10,Medium,8
Tuesday,Fog,286.71,0.0,No,residential,19,Medium,16
Tuesday,Clouds,291.55,0.19,No,market,18,Medium,16
Monday,Drizzle,287.55,0.88,No,office,10,Medium,7
Wednesday,Fog,279.57,0.0,No,station,19,Medium,16
Thursday,Clear,307.11,0.0,No,office,9,Medium,7
Tuesday,Fog,291.42,0.0,No,mall,13,Low,12
Thursday,Fog,291.03,0.0,No,mall,21,Medium,19
Friday,Clouds,295.54,0.05,No,office,8,Medium,5
Monday,Clouds,305.02,0.15,No,office,10,Medium,7
Sunday,Clear,307.43,0.0,Yes,residential,17,Low,17
Monday,Clear,301.03,0.0,No,mall,12,Low,12
Sunday,Clear,308.16,0.0,No,station,18,Low,18
Tuesday,Rain,288.62,1.74,No,market,20,Medium,17
Sunday,Thunderstorm,298.37,2.94,No,office,11,Medium,8
Wednesday,Clouds,292.06,0.03,No,office,10,Medium,8
Sunday,Fog,286.77,0.0,Yes,office,12,Low,11
Friday,Haze,295.65,0.0,No,mall,11,Low,11
Monday,Clouds,293.66,0.11,No,mall,17,Medium,15
Monday,Clear,295.17,0.0,No,office,10,Medium,8
Tuesday,Clear,308.14,0.0,No,station,17,Medium,15
Wednesday,Clouds,291.03,0.13,No,market,17,Medium,14
Sunday,Fog,292.15,0.0,No,market,17,Medium,14
Thursday,Haze,294.13,0.0,No,market,20,Medium,18
Tuesday,Haze,296.07,0.0,No,office,8,Medium,6
Thursday,Clear,301.2,0.0,Yes,market,19,Medium,16
Friday,Rain,291.71,1.25,No,residential,17,Medium,14
Wednesday,Clouds,298.54,0.09,No,office,10,Medium,7
Wednesday,Clear,299.68,0.0,No,mall,11,Low,11
Monday,Clouds,306.86,0.05,No,mall,13,Low,12
Friday,Clear,311.53,0.0,No,station,8,Medium,6
Tuesday,Thunderstorm,294.84,2.55,No,residential,7,Medium,5
Friday,Clouds,295.83,0.13,No,office,8,Medium,5
Friday,Clouds,299.49,0.1,No,mall,13,Low,13
Monday,Rain,288.57,1.73,No,market,20,Medium,17
Tuesday,Clear,298.16,0.0,No,mall,17,Medium,16
Friday,Clear,295.8,0.0,No,office,10,Medium,8
Thursday,Fog,281.91,0.0,Yes,office,9,Medium,6
Friday,Haze,299.17,0.0,Yes,market,19,High,16
Monday,Clear,301.92,0.0,No,office,8,Medium,6
Tuesday,Clear,305.53,0.0,No,market,19,Medium,17
Thursday,Clear,305.91,0.0,No,mall,12,Low,12
Tuesday,Haze,297.82,0.0,No,office,8,Medium,6
Friday,Clouds,297.16,0.13,No,residential,8,Low,7
Tuesday,Clear,307.56,0.0,No,market,12,Low,12
Wednesday,Clouds,301.37,0.09,Yes,residential,10,Low,10
Friday,Clear,312.39,0.0,No,residential,20,Low,19
Thursday,Clear,312.23,0.0,No,mall,17,Medium,16
Thursday,Haze,294.82,0.0,No,residential,10,Medium,9
Friday,Clear,296.3,0.0,No,office,9,Medium,7
Friday,Drizzle,297.97,0.98,No,market,17,Medium,14
Monday,Clouds,305.5,0.13,No,office,9,Medium,7
Wednesday,Clouds,298.01,0.17,No,mall,18,Medium,16
Tuesday,Fog,280.25,0.0,No,residential,18,Medium,16
Thursday,Rain,291.48,0.76,No,office,8,Medium,5
Tuesday,Clear,306.53,0.0,No,residential,17,Low,17
Thursday,Clear,304.13,0.0,No,station,8,Medium,6
Wednesday,Clear,302.4,0.0,No,mall,19,Medium,18
Monday,Clear,295.93,0.0,No,office,8,Medium,5
Sunday,Clear,307.86,0.0,No,mall,20,Medium,17
Friday,Clear,307.59,0.0,No,mall,13,Low,12
Tuesday,Clouds,296.65,0.16,No,office,8,Medium,6
Thursday,Clouds,302.24,0.15,No,office,10,Medium,8
Sunday,Clear,311.48,0.0,No,market,17,Medium,15
Friday,Haze,289.47,0.0,No,mall,19,Medium,17
Friday,Haze,294.59,0.0,No,market,18,Medium,15
Tuesday,Haze,290.85,0.0,No,station,19,Medium,17
Monday,Rain,297.17,1.21,No,mall,21,Medium,19
Tuesday,Haze,300.5,0.0,No,mall,17,Medium,16
Friday,Clear,303.02,0.0,No,market,19,Medium,17
Wednesday,Clouds,297.52,0.16,No,mall,12,Low,11
Wednesday,Drizzle,290.1,1.02,No,residential,10,Medium,7
Thursday,Clouds,302.7,0.01,No,residential,7,Low,6
Tuesday,Clear,311.61,0.0,No,market,19,Medium,17
Wednesday,Clear,295.24,0.0,No,residential,18,Low,18
Wednesday,Clouds,290.09,0.11,No,market,18,Medium,16
Wednesday,Clear,298.99,0.0,No,office,9,Medium,7
Wednesday,Clouds,302.49,0.12,No,office,9,Medium,7
Wednesday,Rain,285.75,1.78,No,office,8,High,5
Friday,Fog,288.94,0.0,No,station,18,Medium,15
Thursday,Clear,309.57,0.0,No,station,6,Low,5
Tuesday,Fog,288.26,0.0,Yes,mall,20,High,17
Thursday,Fog,279.36,0.0,No,office,8,Medium,5
Tuesday,Thunderstorm,302.03,1.14,No,mall,12,Medium,10
Saturday,Clear,300.5,0.0,Yes,office,12,Low,12
Thursday,Clear,301.02,0.0,No,residential,8,Low,8
Monday,Clouds,301.42,0.15,No,mall,12,Low,11
Thursday,Rain,293.37,1.32,No,office,9,High,6
Thursday,Haze,297.02,0.0,No,office,8,Medium,6
Monday,Clear,301.45,0.0,No,station,19,Medium,17
Tuesday,Clear,300.06,0.0,No,office,8,Medium,6
Thursday,Clear,294.04,0.0,No,station,8,Medium,6
Wednesday,Clouds,298.88,0.07,No,residential,20,Low,19
Tuesday,Clear,306.81,0.0,No,office,9,Medium,7
Sunday,Clear,293.66,0.0,No,market,19,Medium,17
Sunday,Drizzle,292.44,0.69,Yes,residential,18,Medium,16
Monday,Clouds,305.29,0.13,No,mall,12,Low,12
Saturday,Clear,296.64,0.0,No,residential,10,Low,9
Thursday,Clouds,292.56,0.02,No,station,6,Low,5
Thursday,Rain,299.99,1.7,No,residential,8,Medium,5
Saturday,Clouds,295.84,0.02,No,office,11,Low,11
Saturday,Clouds,296.88,0.05,Yes,market,10,Medium,9
Tuesday,Clouds,290.72,0.11,No,market,20,Medium,17
Sunday,Rain,289.64,1.46,No,office,12,Medium,10
Monday,Rain,300.5,0.56,No,mall,19,Medium,16
Tuesday,Haze,295.2,0.0,No,mall,17,Medium,16
Thursday,Clear,312.66,0.0,No,office,9,Medium,7
Friday,Haze,292.27,0.0,No,residential,17,Medium,15
Sunday,Haze,295.03,0.0,No,office,10,Medium,8
Friday,Clear,294.91,0.0,No,residential,18,Low,18
Thursday,Clear,312.78,0.0,No,residential,19,Low,18
Saturday,Clear,308.65,0.0,No,mall,11,Low,11
Thursday,Clear,308.17,0.0,No,mall,20,Medium,18
Wednesday,Haze,287.04,0.0,No,market,12,Low,11
Saturday,Clouds,290.78,0.08,No,residential,19,Low,18
Friday,Clear,294.26,0.0,No,market,12,Low,11
Sunday,Drizzle,290.83,0.47,No,office,12,Low,11
Monday,Rain,285.01,1.05,No,market,17,Medium,14
Thursday,Clear,300.24,0.0,No,market,17,Medium,15
Friday,Rain,300.25,1.06,No,office,9,High,6
Friday,Rain,285.28,1.54,No,mall,19,Medium,17
Tuesday,Clear,307.36,0.0,No,office,8,Medium,6
Saturday,Clear,298.16,0.0,No,station,18,Low,18
Friday,Clear,293.62,0.0,No,office,8,Medium,5
Thursday,Haze,295.16,0.0,No,office,8,Medium,5
Thursday,Clear,295.97,0.0,No,residential,17,Low,16
Sunday,Clear,305.45,0.0,No,office,10,Low,10
Thursday,Rain,294.64,0.76,No,residential,7,Medium,4
Wednesday,Rain,296.55,1.11,No,mall,20,Medium,18
Friday,Clear,297.26,0.0,No,market,20,Medium,18
Tuesday,Rain,287.53,1.03,No,market,17,Medium,14
Thursday,Clear,302.32,0.0,No,office,8,Medium,6
Thursday,Clear,300.31,0.0,No,mall,17,Medium,16
Thursday,Thunderstorm,294.5,1.95,No,mall,11,Medium,8
Friday,Clear,307.14,0.0,No,residential,20,Low,19
Monday,Haze,290.01,0.0,No,residential,7,Medium,6
Friday,Haze,286.64,0.0,No,mall,19,Medium,18
Wednesday,Clouds,295.02,0.18,No,office,8,Medium,6
Tuesday,Clear,300.75,0.0,No,residential,8,Low,8
Wednesday,Drizzle,291.29,0.66,No,residential,19,Medium,17
Tuesday,Clear,295.45,0.0,No,residential,20,Low,20
Tuesday,Fog,292.06,0.0,No,office,9,Medium,6
Saturday,Clear,293.91,0.0,No,mall,12,Medium,11
Tuesday,Clouds,302.56,0.11,No,office,10,Medium,7
Thursday,Clouds,304.24,0.1,No,market,18,Medium,16
Monday,Clouds,294.34,0.09,No,residential,9,Low,9
Thursday,Clouds,290.77,0.18,No,mall,18,Medium,17
Tuesday,Clear,304.13,0.0,No,office,10,Medium,7
Monday,Thunderstorm,299.44,2.76,No,mall,12,Medium,10
Friday,Clouds,302.29,0.1,Yes,residential,17,Low,17
Tuesday,Clouds,290.06,0.19,No,mall,19,Medium,18
Tuesday,Clear,312.34,0.0,No,station,7,Medium,5
Monday,Rain,293.56,1.97,No,market,11,Medium,8
Thursday,Clear,298.23,0.0,No,office,9,Medium,7
Tuesday,Fog,284.04,0.0,No,office,9,Medium,6
Thursday,Rain,291.82,2.14,Yes,residential,7,Medium,5
Thursday,Clear,298.05,0.0,No,station,6,Low,5
Sunday,Clouds,306.99,0.02,No,residential,17,Low,17
Sunday,Clear,312.34,0.0,No,market,12,Medium,11
Saturday,Clouds,291.5,0.15,Yes,market,17,Medium,15
Friday,Clear,306.79,0.0,No,office,10,Medium,8
Sunday,Clouds,300.63,0.07,No,market,20,Medium,18
Monday,Fog,291.9,0.0,No,office,10,Medium,7
Tuesday,Clouds,293.01,0.08,No,residential,18,Low,17
Wednesday,Clouds,299.5,0.01,No,mall,17,Medium,16
Monday,Clear,299.92,0.0,No,office,10,Medium,8
Sunday,Clear,308.73,0.0,No,residential,17,Low,17
Tuesday,Rain,286.95,1.97,Yes,residential,20,Medium,18
Monday,Clear,312.34,0.0,No,residential,18,Low,18
Friday,Clouds,292.66,0.01,No,mall,18,Medium,17
Monday,Drizzle,287.46,1.13,No,market,18,Medium,15
Saturday,Clear,305.58,0.0,No,market,10,Low,10
Wednesday,Clouds,305.68,0.08,No,station,7,Medium,4
Wednesday,Clear,293.73,0.0,No,office,9,Medium,7
Monday,Clouds,297.35,0.04,No,office,8,Medium,6
Thursday,Thunderstorm,302.23,2.82,No,mall,21,Medium,18
Monday,Clouds,305.56,0.09,No,market,19,Medium,16
Wednesday,Clear,305.37,0.0,No,office,9,Medium,6
Friday,Fog,290.9,0.0,Yes,office,8,Medium,5
Thursday,Fog,279.49,0.0,No,mall,20,Medium,18
Friday,Clouds,306.77,0.1,No,mall,19,Medium,18
Saturday,Thunderstorm,293.98,1.54,No,station,7,Medium,5
Wednesday,Rain,296.18,2.0,No,office,9,High,6
Thursday,Clear,299.7,0.0,No,market,20,Medium,17
Wednesday,Haze,300.56,0.0,No,office,10,Medium,8
Wednesday,Clear,301.87,0.0,No,residential,10,Low,10
Friday,Clear,308.49,0.0,No,market,11,Low,10
Tuesday,Haze,296.97,0.0,No,residential,17,Medium,16
Saturday,Clear,293.54,0.0,No,residential,17,Low,17
Tuesday,Fog,285.75,0.0,Yes,market,10,Medium,8
Thursday,Clouds,296.85,0.04,No,office,10,Medium,8
Tuesday,Drizzle,293.87,0.9,No,residential,17,Medium,15
Wednesday,Drizzle,299.13,0.29,Yes,mall,11,Medium,8
Tuesday,Clear,293.59,0.0,No,market,19,Medium,17
Wednesday,Haze,291.91,0.0,No,mall,21,Medium,20
Sunday,Clear,312.67,0.0,No,mall,20,Medium,17
Saturday,Clear,310.14,0.0,No,market,11,Low,10
Tuesday,Clouds,291.89,0.12,No,market,18,Medium,16
Saturday,Clear,305.57,0.0,No,office,10,Low,9
Saturday,Clear,300.83,0.0,No,office,12,Low,12
Thursday,Clear,296.93,0.0,No,mall,21,Medium,20
Wednesday,Rain,292.6,1.61,No,office,8,High,5
Thursday,Clear,309.17,0.0,No,office,9,Medium,7
Wednesday,Clear,301.07,0.0,No,office,9,Medium,7
Wednesday,Clear,309.92,0.0,No,mall,21,Medium,20
Sunday,Rain,291.79,0.66,No,residential,10,Medium,8
Monday,Clouds,300.96,0.1,No,mall,18,Medium,17
Friday,Clouds,305.9,0.09,No,station,7,Medium,5
Thursday,Haze,297.06,0.0,No,office,8,Medium,6
Monday,Clear,302.92,0.0,No,office,9,Medium,7
Friday,Clouds,302.42,0.1,No,residential,17,Low,17
Tuesday,Clouds,297.36,0.17,No,mall,19,Medium,18
Saturday,Clear,296.69,0.0,Yes,market,18,Medium,16
Tuesday,Rain,293.6,1.85,No,market,18,Medium,15
Tuesday,Clouds,298.83,0.15,No,station,17,Medium,15
Sunday,Clouds,301.2,0.18,No,station,6,Low,6
Monday,Clear,305.53,0.0,No,station,19,Medium,17
Saturday,Clouds,300.62,0.01,No,market,11,Low,11
Tuesday,Rain,295.32,1.52,No,station,6,Low,3
Tuesday,Rain,287.81,0.92,No,office,10,Medium,7
Wednesday,Clear,304.94,0.0,No,station,7,Medium,5
Tuesday,Rain,296.6,0.85,No,market,10,Medium,8
Monday,Clouds,291.59,0.2,No,station,18,Medium,16
Tuesday,Clear,293.78,0.0,No,office,10,Medium,7
Sunday,Clear,310.49,0.0,No,office,10,Low,10
Thursday,Rain,290.89,1.4,No,station,6,Low,4
Sunday,Haze,299.16,0.0,No,mall,21,Medium,19
Tuesday,Haze,288.79,0.0,No,market,19,Medium,17
Saturday,Clear,306.57,0.0,No,residential,20,Low,20
Wednesday,Clouds,304.76,0.02,No,office,8,Medium,6
Wednesday,Fog,289.97,0.0,No,mall,20,Medium,18
Wednesday,Clear,311.74,0.0,No,mall,11,Low,10
Friday,Clear,299.07,0.0,No,market,18,Medium,15
Wednesday,Clear,307.17,0.0,No,residential,18,Low,18
Thursday,Fog,286.15,0.0,No,office,9,Medium,6
Tuesday,Clear,299.65,0.0,No,market,10,Low,9
Thursday,Haze,297.8,0.0,No,mall,19,Medium,18
Saturday,Rain,293.63,1.71,No,mall,12,Medium,9
Wednesday,Fog,285.33,0.0,No,mall,21,Medium,18
Tuesday,Clouds,304.95,0.02,No,residential,9,Low,8
Monday,Rain,289.22,1.51,No,office,10,High,7
Thursday,Clear,300.28,0.0,No,market,20,Medium,18
Thursday,Rain,300.67,1.94,No,market,17,Medium,14
Monday,Fog,288.23,0.0,No,residential,18,Medium,16
Wednesday,Rain,300.81,1.82,No,residential,18,Medium,16
Thursday,Clear,308.64,0.0,No,market,17,Medium,15
Thursday,Clouds,303.69,0.19,No,residential,19,Low,19
Friday,Clouds,305.79,0.16,Yes,office,8,Medium,6
Sunday,Rain,291.0,1.56,No,mall,17,High,14
Sunday,Clouds,299.49,0.19,No,market,10,Low,10
Friday,Haze,298.77,0.0,No,station,17,Medium,15
Thursday,Fog,283.22,0.0,No,market,12,Low,11
Monday,Clear,294.59,0.0,No,mall,11,Low,11
Friday,Clear,307.36,0.0,No,residential,9,Low,9
Tuesday,Fog,287.62,0.0,No,residential,7,Medium,5
Friday,Haze,285.39,0.0,No,mall,19,Medium,18
Wednesday,Haze,286.49,0.0,No,market,11,Low,11
Tuesday,Clear,305.22,0.0,No,office,9,Medium,7
Friday,Clear,304.75,0.0,No,station,17,Medium,15
Friday,Clouds,297.61,0.03,No,station,18,Medium,16
Thursday,Clear,311.78,0.0,No,residential,17,Low,16
Friday,Fog,282.82,0.0,No,mall,17,Medium,15
Friday,Clouds,291.58,0.06,No,residential,17,Low,16
Wednesday,Fog,284.78,0.0,No,mall,13,Low,12
Tuesday,Fog,289.71,0.0,No,residential,10,Medium,7
Wednesday,Clouds,301.61,0.11,No,mall,19,Medium,18
Tuesday,Clouds,297.58,0.02,No,residential,17,Low,17
Wednesday,Clear,309.21,0.0,No,residential,18,Low,17
Wednesday,Haze,285.16,0.0,No,residential,10,Medium,8
Friday,Rain,300.96,1.87,No,residential,7,Medium,4
Wednesday,Drizzle,287.83,1.19,No,residential,8,Medium,6
Thursday,Haze,295.4,0.0,No,market,11,Low,11
Tuesday,Clear,294.05,0.0,No,residential,9,Low,9
Thursday,Clear,300.74,0.0,No,residential,17,Low,17
Thursday,Haze,300.83,0.0,No,mall,18,Medium,16
Thursday,Fog,283.59,0.0,No,office,9,Medium,6
Friday,Haze,295.66,0.0,No,mall,20,Medium,19
Saturday,Clouds,290.04,0.18,No,mall,20,Medium,18
Sunday,Haze,289.18,0.0,No,residential,20,Medium,19
Tuesday,Clear,293.73,0.0,No,mall,17,Medium,16
Sunday,Rain,288.02,0.6,No,mall,18,Medium,15
Wednesday,Rain,287.33,0.92,No,mall,12,Low,11
Thursday,Rain,291.95,1.57,No,residential,7,Medium,5
Saturday,Clouds,300.64,0.2,No,residential,7,Low,7
Friday,Rain,291.98,2.19,No,mall,21,Medium,18
Friday,Fog,280.8,0.0,No,residential,7,Medium,5
Monday,Haze,286.24,0.0,No,office,10,Medium,8
Monday,Clear,298.35,0.0,No,office,10,Medium,8
Thursday,Haze,285.33,0.0,No,market,12,Low,11
Monday,Haze,286.53,0.0,No,office,10,Medium,8
Tuesday,Rain,285.76,2.1,Yes,station,18,High,15
Wednesday,Clouds,293.75,0.09,Yes,station,19,Medium,17
Saturday,Clouds,299.99,0.06,No,station,6,Low,6
Saturday,Clear,309.69,0.0,Yes,office,11,Low,11
Monday,Clear,294.74,0.0,No,office,9,Medium,6
Wednesday,Clear,301.03,0.0,No,market,11,Low,11
Wednesday,Clear,299.52,0.0,No,office,8,Medium,5
Wednesday,Haze,291.48,0.0,No,office,8,Medium,6
Monday,Clear,310.79,0.0,No,market,10,Low,9
Thursday,Clear,302.25,0.0,No,office,10,Medium,8
Sunday,Clear,300.66,0.0,No,office,12,Low,12
Saturday,Rain,288.19,1.87,No,station,8,Medium,6
Monday,Clouds,302.48,0.14,No,market,12,Low,11
Wednesday,Clouds,293.2,0.17,No,market,17,Medium,15
Monday,Haze,291.6,0.0,No,office,9,Medium,7
Thursday,Clouds,292.43,0.01,No,residential,8,Low,8
Wednesday,Clear,299.32,0.0,Yes,office,10,Medium,8
Tuesday,Fog,282.14,0.0,No,mall,19,Medium,17
Monday,Haze,288.1,0.0,No,mall,19,Medium,18
Monday,Clear,308.42,0.0,No,market,12,Low,11
Sunday,Clear,308.73,0.0,Yes,office,12,Low,12
Wednesday,Clouds,301.9,0.12,No,office,8,Medium,6
Saturday,Rain,297.66,0.66,No,station,19,Medium,17
Wednesday,Haze,291.0,0.0,No,office,9,Medium,7
Thursday,Fog,282.35,0.0,No,market,19,Medium,16
Sunday,Rain,295.02,1.82,No,residential,18,Medium,16
Tuesday,Clouds,306.92,0.08,No,residential,20,Low,20
Thursday,Fog,279.6,0.0,No,market,12,Low,11
Sunday,Clear,307.8,0.0,No,market,20,Medium,18
Wednesday,Rain,285.11,0.94,No,residential,19,Medium,17
Wednesday,Clouds,301.09,0.14,No,station,8,Medium,6
Wednesday,Haze,291.13,0.0,No,market,20,Medium,18
Monday,Fog,279.37,0.0,No,mall,11,Low,10
Wednesday,Clouds,304.35,0.0,No,office,8,Medium,5
Monday,Clouds,296.91,0.03,Yes,market,11,Low,10
Wednesday,Fog,280.18,0.0,No,mall,21,Medium,18
Monday,Rain,286.71,1.46,No,mall,13,Medium,10
Tuesday,Clouds,300.81,0.19,No,office,9,Medium,7
Sunday,Clear,310.31,0.0,No,market,11,Low,11
Sunday,Rain,297.4,1.47,No,mall,17,High,14
Friday,Haze,287.8,0.0,Yes,market,20,High,17
Wednesday,Rain,297.28,1.21,No,mall,18,Medium,16
Thursday,Clouds,298.44,0.1,No,residential,8,Low,8
Thursday,Rain,295.44,1.56,No,residential,18,Medium,16
Friday,Clear,300.73,0.0,No,office,10,Medium,7
Friday,Fog,290.79,0.0,No,office,8,Medium,5
Friday,Haze,286.97,0.0,No,station,17,Medium,14
Monday,Drizzle,294.63,0.41,No,office,9,Medium,6
Tuesday,Clouds,293.68,0.06,No,office,10,Medium,8
Thursday,Clouds,293.95,0.07,No,market,20,Medium,17
Friday,Haze,297.41,0.0,No,office,10,Medium,8
Thursday,Clouds,296.85,0.17,No,office,8,Medium,6
Friday,Clouds,292.81,0.03,No,office,8,Medium,6
Wednesday,Clear,311.65,0.0,No,mall,20,Medium,19
Friday,Clouds,302.89,0.13,No,market,17,Medium,14
Friday,Fog,286.88,0.0,No,mall,21,Medium,19
Monday,Clear,305.81,0.0,No,office,9,Medium,7
Thursday,Haze,292.92,0.0,Yes,residential,8,Medium,7
Saturday,Haze,293.25,0.0,No,mall,11,Low,11
Wednesday,Clouds,295.99,0.08,No,market,12,Low,12
Tuesday,Clouds,305.13,0.16,No,residential,19,Low,19
Wednesday,Clear,311.45,0.0,No,mall,18,Medium,17
Tuesday,Clear,295.92,0.0,No,office,8,Medium,5
Tuesday,Rain,287.55,2.07,Yes,office,9,High,6
Thursday,Clouds,305.19,0.12,No,market,18,Medium,16
Friday,Clear,301.97,0.0,No,market,18,Medium,16
Thursday,Clear,294.78,0.0,No,market,19,Medium,17
Saturday,Clouds,300.93,0.17,No,office,11,Low,11
Saturday,Clouds,295.13,0.19,No,market,11,Low,11
Wednesday,Drizzle,298.46,0.54,No,office,8,Medium,5
Thursday,Haze,294.11,0.0,Yes,residential,9,Medium,8
Friday,Clear,300.7,0.0,No,office,9,Medium,7
Saturday,Clear,306.24,0.0,No,office,12,Low,12
Sunday,Clear,304.56,0.0,No,residential,8,Low,8
Wednesday,Clear,308.25,0.0,No,mall,12,Low,12
Monday,Haze,292.8,0.0,No,office,9,Medium,6
Thursday,Clouds,301.3,0.02,No,station,8,Medium,6
Tuesday,Clouds,296.11,0.16,No,office,8,Medium,6
Sunday,Clear,301.62,0.0,No,residential,8,Low,8
Thursday,Haze,296.63,0.0,No,mall,12,Low,12
Friday,Haze,287.72,0.0,No,office,9,Medium,7
Friday,Clear,304.66,0.0,No,office,9,Medium,7
Tuesday,Clear,303.26,0.0,No,office,8,Medium,5
Sunday,Clear,296.37,0.0,No,residential,8,Low,8
Sunday,Fog,280.51,0.0,No,market,20,Medium,17
Monday,Haze,291.97,0.0,No,residential,17,Medium,15
Wednesday,Haze,287.35,0.0,No,residential,8,Medium,7
Tuesday,Drizzle,300.27,1.11,No,mall,19,Medium,17
Friday,Clear,295.99,0.0,No,residential,18,Low,18
Saturday,Clouds,305.01,0.04,No,office,10,Low,10
Saturday,Clouds,305.88,0.19,No,office,10,Low,10
Saturday,Clouds,306.03,0.1,Yes,market,12,Medium,11
Sunday,Clear,311.75,0.0,No,office,10,Low,10
Monday,Rain,298.83,1.31,Yes,residential,20,Medium,18
Thursday,Thunderstorm,302.87,2.32,No,market,19,Medium,16
Thursday,Haze,299.56,0.0,No,station,17,Medium,14
Thursday,Clouds,295.75,0.16,No,office,8,Medium,6
Monday,Clear,308.83,0.0,No,market,19,Medium,17
Friday,Haze,298.81,0.0,No,market,20,Medium,18
Tuesday,Clouds,293.11,0.07,No,mall,13,Low,12
Friday,Haze,292.77,0.0,No,residential,10,Medium,9
Thursday,Clear,306.15,0.0,No,office,8,Medium,6
Friday,Rain,296.02,2.15,No,mall,17,Medium,14
Thursday,Clouds,306.72,0.18,No,mall,11,Low,11
Wednesday,Clear,303.42,0.0,No,station,19,Medium,17
Monday,Haze,294.49,0.0,No,office,9,Medium,7
Tuesday,Fog,283.85,0.0,No,office,9,Medium,6
Thursday,Clouds,301.2,0.12,No,mall,18,Medium,16
Tuesday,Clouds,301.97,0.08,No,mall,20,Medium,19
Thursday,Rain,291.09,1.54,No,office,9,High,6
Friday,Clear,300.42,0.0,No,office,8,Medium,6
Tuesday,Haze,296.88,0.0,No,market,11,Low,11
Tuesday,Haze,290.67,0.0,No,residential,10,Medium,9
Monday,Clouds,301.43,0.2,No,mall,18,Medium,16
Tuesday,Haze,300.08,0.0,No,market,19,Medium,17
Tuesday,Rain,300.4,0.74,No,mall,21,Medium,18
Saturday,Rain,301.28,2.19,No,mall,21,High,18
Tuesday,Clear,294.6,0.0,No,market,10,Low,10
Wednesday,Clouds,301.59,0.15,No,market,19,Medium,17
Monday,Drizzle,292.35,0.96,No,office,9,Medium,6
Monday,Clear,312.76,0.0,No,office,8,Medium,5
Tuesday,Fog,283.68,0.0,No,office,9,Medium,6
Friday,Rain,294.05,1.37,Yes,office,8,High,5
Tuesday,Clear,293.75,0.0,Yes,station,19,Medium,17
Thursday,Clear,294.74,0.0,Yes,office,9,Medium,7
Sunday,Clouds,299.06,0.13,No,office,12,Low,12
Friday,Clouds,304.65,0.17,No,office,10,Medium,8
Sunday,Clear,302.91,0.0,No,office,12,Low,12
Tuesday,Clouds,291.13,0.01,Yes,office,8,Medium,5
Monday,Clear,295.44,0.0,No,office,9,Medium,7
Sunday,Clear,307.42,0.0,No,mall,18,Medium,16
Friday,Haze,290.72,0.0,No,office,8,Medium,5
Monday,Rain,286.3,1.39,No,office,9,High,6
Friday,Clouds,298.09,0.09,No,station,17,Medium,15
Tuesday,Clear,297.26,0.0,No,mall,12,Low,12
Thursday,Clear,303.13,0.0,No,residential,9,Low,9
Wednesday,Clouds,298.52,0.19,No,residential,18,Low,18
Friday,Fog,282.93,0.0,No,market,20,Medium,17
Thursday,Clouds,295.3,0.14,No,station,19,Medium,17
Wednesday,Clouds,300.54,0.18,No,mall,19,Medium,18
Tuesday,Clear,311.01,0.0,No,mall,13,Low,13
Friday,Clear,304.27,0.0,No,residential,20,Low,19
Tuesday,Rain,285.14,2.16,No,office,9,High,6
Friday,Haze,287.97,0.0,No,office,10,Medium,8
Wednesday,Fog,288.43,0.0,No,residential,18,Medium,16
Wednesday,Haze,295.84,0.0,No,station,18,Medium,16
Friday,Drizzle,297.99,0.96,Yes,station,7,High,4
Wednesday,Rain,285.37,1.79,No,office,8,High,5
Sunday,Clouds,301.7,0.07,No,market,12,Medium,11
Saturday,Drizzle,300.78,0.75,No,office,10,Medium,8
Thursday,Clear,301.67,0.0,No,office,9,Medium,7
Saturday,Haze,294.01,0.0,No,station,6,Low,6
Monday,Clouds,297.93,0.0,No,office,8,Medium,6
Wednesday,Haze,288.59,0.0,No,office,9,Medium,6
Tuesday,Haze,297.36,0.0,No,office,9,Medium,6
Friday,Fog,287.95,0.0,Yes,office,8,Medium,5
Thursday,Clouds,300.11,0.15,No,office,9,Medium,7
Tuesday,Clear,293.45,0.0,No,market,11,Low,11
Monday,Clear,303.23,0.0,No,station,7,Medium,5
